"","time","t00","t02","t04","t08","t10","t18","t23","t25","t26","t27"
"4675",46.75,0,0,0,0,0,0,0,0,0,0
"4676",46.76,0,0,0,0,0,0,0,0,0,0
"4677",46.77,0,0,0,0,0,0,0,0,0,0
"4678",46.78,1,0,0,0,0,0,0,0,0,0
"4679",46.79,0,0,0,0,0,0,0,0,0,0
"4680",46.8,0,0,0,0,0,0,0,0,0,0
"4681",46.81,0,0,0,0,0,0,0,0,0,0
"4682",46.82,0,0,0,0,0,0,0,0,0,0
"4683",46.83,0,1,0,0,0,0,0,0,0,0
"4684",46.84,0,0,0,0,0,0,0,0,0,0
"4685",46.85,0,0,0,0,0,0,0,0,0,0
"4686",46.86,0,0,0,0,0,0,0,0,0,0
"4687",46.87,0,0,0,0,0,0,0,0,0,0
"4688",46.88,0,0,0,0,0,0,0,0,0,0
"4689",46.89,0,0,0,0,0,0,0,0,0,0
"4690",46.9,0,0,0,0,0,0,0,0,0,0
"4691",46.91,0,0,0,0,0,0,0,0,0,0
"4692",46.92,0,0,0,0,0,0,0,0,0,0
"4693",46.93,0,0,0,0,0,0,0,0,0,0
"4694",46.94,0,0,0,0,0,0,0,0,0,0
"4695",46.95,0,0,0,0,0,0,0,0,0,0
"4696",46.96,0,0,0,0,0,0,0,0,0,0
"4697",46.97,0,0,0,0,0,0,0,0,0,0
"4698",46.98,0,0,0,0,0,0,0,0,0,0
"4699",46.99,0,0,0,0,0,0,0,0,0,0
"4700",47,0,0,0,0,0,0,0,0,0,0
"4701",47.01,0,0,0,0,0,0,0,0,0,0
"4702",47.02,0,0,0,0,0,0,0,0,0,0
"4703",47.03,0,0,0,0,0,0,0,0,0,0
"4704",47.04,0,0,0,0,0,0,0,0,0,0
"4705",47.05,0,0,0,0,0,0,0,0,0,0
"4706",47.06,0,0,0,0,0,0,0,0,0,0
"4707",47.07,0,0,0,0,0,0,0,0,0,0
"4708",47.08,0,0,0,0,0,0,0,0,0,0
"4709",47.09,0,1,0,0,0,0,0,0,0,0
"4710",47.1,0,0,0,0,0,0,0,0,0,0
"4711",47.11,0,0,0,0,0,0,0,0,0,0
"4712",47.12,0,0,0,0,0,0,0,0,0,0
"4713",47.13,0,0,0,0,0,0,0,0,0,0
"4714",47.14,0,0,0,0,0,0,0,0,0,0
"4715",47.15,0,0,0,0,0,0,0,0,0,0
"4716",47.16,0,0,0,0,0,0,0,0,0,0
"4717",47.17,0,0,0,0,0,0,0,0,0,0
"4718",47.18,0,0,0,0,0,0,0,0,0,0
"4719",47.19,0,0,0,0,0,0,0,0,0,0
"4720",47.2,0,0,0,0,0,0,0,0,0,0
"4721",47.21,0,0,0,0,0,0,0,0,0,0
"4722",47.22,0,0,0,0,0,0,0,0,0,0
"4723",47.23,0,0,0,0,0,0,0,0,0,0
"4724",47.24,0,0,0,0,0,0,0,0,0,0
"4725",47.25,0,0,0,0,0,0,0,0,0,0
"4726",47.26,0,0,0,0,0,0,0,0,0,0
"4727",47.27,0,0,0,0,0,0,0,0,0,0
"4728",47.28,0,0,0,0,0,0,0,0,0,0
"4729",47.29,0,0,0,0,0,0,0,0,0,0
"4730",47.3,0,0,0,0,0,0,0,0,0,0
"4731",47.31,0,0,0,0,0,0,0,0,0,1
"4732",47.32,0,0,0,0,0,0,1,0,0,1
"4733",47.33,0,0,0,0,0,0,0,0,0,2
"4734",47.34,0,0,0,0,0,0,0,0,0,1
"4735",47.35,0,0,0,0,0,0,0,0,0,0
"4736",47.36,0,0,0,0,0,0,0,0,0,0
"4737",47.37,0,0,0,0,0,0,0,0,0,0
"4738",47.38,0,0,0,0,0,0,0,0,0,0
"4739",47.39,0,0,0,0,0,0,0,0,0,1
"4740",47.4,0,0,0,0,0,0,0,0,0,0
"4741",47.41,0,0,0,0,0,0,0,0,0,0
"4742",47.42,0,0,0,0,0,0,0,0,0,0
"4743",47.43,0,0,0,0,0,0,0,0,0,0
"4744",47.44,0,0,0,0,0,0,0,0,0,0
"4745",47.45,0,0,0,0,0,0,0,0,0,0
"4746",47.46,0,0,0,0,0,0,0,0,0,0
"4747",47.47,0,0,0,0,0,0,0,0,0,0
"4748",47.48,0,0,0,0,0,0,0,0,0,0
"4749",47.49,0,0,0,0,0,0,0,0,0,0
"4750",47.5,0,0,0,0,0,0,0,0,0,1
"4751",47.51,0,0,0,0,0,0,0,0,0,0
"4752",47.52,0,0,0,0,0,0,0,0,0,0
"4753",47.53,0,0,0,0,0,0,0,0,0,0
"4754",47.54,0,0,0,0,0,0,0,0,0,0
"4755",47.55,0,1,0,0,0,0,0,0,0,0
"4756",47.56,0,0,0,0,0,0,0,0,0,0
"4757",47.57,0,0,0,0,0,0,0,0,0,1
"4758",47.58,0,1,0,0,0,0,0,0,0,0
"4759",47.59,1,1,0,0,0,0,0,0,0,0
"4760",47.6,0,0,0,0,0,0,0,0,0,0
"4761",47.61,0,0,0,0,0,0,0,0,0,0
"4762",47.62,0,0,0,0,0,0,0,0,0,0
"4763",47.63,0,0,0,0,0,0,0,0,0,0
"4764",47.64,0,0,0,0,0,0,0,0,0,0
"4765",47.65,0,0,0,0,0,0,0,0,0,0
"4766",47.66,0,0,0,0,0,0,0,0,0,0
"4767",47.67,0,2,0,0,0,0,0,0,0,1
"4768",47.68,0,0,0,0,0,0,1,0,0,0
"4769",47.69,0,0,0,0,0,0,0,0,0,1
"4770",47.7,0,0,0,0,0,0,0,0,0,0
"4771",47.71,0,0,0,0,0,0,1,0,0,0
"4772",47.72,0,1,0,0,0,0,0,0,0,0
"4773",47.73,0,1,0,0,1,0,1,0,0,0
"4774",47.74,0,0,0,0,0,0,0,0,0,0
"4775",47.75,0,0,1,0,0,0,0,0,0,0
"4776",47.76,0,0,0,0,0,0,0,0,0,0
"4777",47.77,0,0,0,0,0,0,0,0,0,0
"4778",47.78,0,0,0,0,0,0,0,0,0,0
"4779",47.79,0,0,1,0,0,1,1,0,0,0
"4780",47.8,0,0,2,0,0,0,0,0,0,1
"4781",47.81,0,0,0,0,0,0,0,0,0,1
"4782",47.82,0,0,0,0,0,0,0,0,0,0
"4783",47.83,0,0,0,0,1,0,0,0,0,0
"4784",47.84,0,0,3,0,0,0,0,0,0,2
"4785",47.85,0,0,0,0,0,0,0,0,0,0
"4786",47.86,0,0,0,0,0,0,0,0,0,0
"4787",47.87,0,0,0,0,1,0,0,0,0,0
"4788",47.88,0,0,0,0,0,0,0,0,0,0
"4789",47.89,0,0,3,0,1,0,0,0,0,1
"4790",47.9,0,0,1,0,0,0,0,0,0,0
"4791",47.91,0,0,0,0,0,0,0,0,0,0
"4792",47.92,0,0,0,0,2,0,0,0,0,0
"4793",47.93,0,0,0,0,0,0,0,0,0,0
"4794",47.94,0,0,0,0,1,0,0,0,0,0
"4795",47.95,0,0,0,0,0,0,0,0,0,0
"4796",47.96,0,0,0,0,0,0,0,0,0,1
"4797",47.97,0,0,0,0,0,0,0,0,0,0
"4798",47.98,0,2,0,0,0,0,0,0,0,0
"4799",47.99,0,0,0,0,0,0,0,0,0,0
"4800",48,0,0,0,0,0,0,0,0,0,0
"4801",48.01,0,0,0,0,0,0,0,0,0,0
"4802",48.02,0,0,0,0,0,0,0,0,0,0
"4803",48.03,0,0,0,0,0,0,0,0,0,0
"4804",48.04,0,0,0,0,0,0,0,0,0,0
"4805",48.05,0,0,0,0,0,0,0,0,0,0
"4806",48.06,0,0,0,0,0,0,0,0,1,0
"4807",48.07,0,0,0,0,0,0,0,0,0,0
"4808",48.08,0,0,0,0,0,0,0,0,0,0
"4809",48.09,0,0,0,0,0,0,0,0,1,0
"4810",48.1,0,0,0,0,0,0,0,0,0,0
"4811",48.11,0,0,0,0,0,1,0,0,0,0
"4812",48.12,0,0,0,0,1,0,0,0,0,0
"4813",48.13,0,0,0,0,0,0,1,0,0,0
"4814",48.14,0,0,0,0,0,0,0,0,0,0
"4815",48.15,0,0,0,0,0,0,0,0,0,0
"4816",48.16,0,0,0,0,0,0,0,0,0,0
"4817",48.17,0,0,0,0,0,0,0,0,0,0
"4818",48.18,0,0,0,0,0,0,0,0,0,0
"4819",48.19,0,0,0,0,0,0,0,0,0,0
"4820",48.2,0,0,0,0,0,0,0,0,0,0
"4821",48.21,0,0,0,0,0,0,0,0,0,0
"4822",48.22,0,0,0,0,0,0,0,0,0,0
"4823",48.23,0,0,0,0,0,1,0,0,0,0
"4824",48.24,0,0,0,0,0,0,0,0,0,0
"4825",48.25,0,0,0,0,0,0,0,0,0,0
"4826",48.26,0,0,0,0,0,0,0,0,0,0
"4827",48.27,0,0,0,0,0,0,0,0,0,0
"4828",48.28,0,0,0,0,0,1,1,0,0,0
"4829",48.29,0,0,0,0,0,0,0,0,0,1
"4830",48.3,0,0,0,0,0,0,0,0,0,0
"4831",48.31,0,0,0,0,0,0,0,0,0,0
"4832",48.32,0,0,0,0,0,0,0,0,0,0
"4833",48.33,0,0,0,0,0,0,0,0,0,0
"4834",48.34,0,1,0,0,0,0,0,0,0,0
"4835",48.35,0,0,0,0,0,0,0,0,0,0
"4836",48.36,0,0,0,0,0,0,0,0,0,0
"4837",48.37,0,0,0,0,0,0,0,0,0,0
"4838",48.38,0,1,0,0,0,0,0,0,0,0
"4839",48.39,0,0,0,0,0,0,0,0,0,1
"4840",48.4,0,0,1,0,0,0,0,0,0,0
"4841",48.41,0,0,0,0,0,0,0,0,0,0
"4842",48.42,0,0,0,0,0,0,0,0,0,0
"4843",48.43,0,0,0,0,0,0,0,0,0,0
"4844",48.44,0,1,0,0,0,0,0,0,0,0
"4845",48.45,0,0,0,0,0,0,0,0,0,0
"4846",48.46,0,0,0,0,0,0,0,0,0,0
"4847",48.47,0,0,0,0,0,0,0,0,0,0
"4848",48.48,0,0,0,0,0,0,0,0,0,1
"4849",48.49,0,0,0,0,0,0,0,0,0,0
"4850",48.5,0,0,0,0,0,0,0,0,0,0
"4851",48.51,0,0,0,0,0,0,0,0,0,0
"4852",48.52,0,0,0,0,0,0,0,0,0,0
"4853",48.53,0,0,0,0,0,0,0,0,0,0
"4854",48.54,0,0,0,0,0,0,0,0,0,0
"4855",48.55,0,0,0,0,0,0,0,0,0,0
"4856",48.56,0,0,0,0,0,0,0,0,0,0
"4857",48.57,0,0,0,0,0,0,0,0,0,1
"4858",48.58,0,0,0,0,0,0,0,0,0,0
"4859",48.59,0,0,1,0,0,0,0,0,0,0
"4860",48.6,0,0,1,0,0,0,0,0,0,1
"4861",48.61,0,0,0,0,0,0,0,0,0,0
"4862",48.62,0,0,0,0,0,0,0,0,0,0
"4863",48.63,1,0,0,0,1,0,0,0,0,1
"4864",48.64,0,0,0,0,0,0,0,0,0,0
"4865",48.65,0,0,0,0,0,0,0,0,0,0
"4866",48.66,0,0,0,0,0,0,0,0,0,0
"4867",48.67,0,0,0,0,0,0,0,0,0,1
"4868",48.68,0,0,0,0,0,0,0,0,0,0
"4869",48.69,0,1,0,0,0,0,0,0,0,0
"4870",48.7,0,0,0,0,0,0,0,0,0,0
"4871",48.71,0,0,0,0,0,0,0,0,0,0
"4872",48.72,0,0,1,0,0,0,0,0,0,0
"4873",48.73,0,0,0,0,0,0,0,0,0,0
"4874",48.74,0,0,0,0,0,0,0,0,0,0
"4875",48.75,0,0,0,0,0,0,0,0,0,0
"4876",48.76,0,0,0,0,0,0,0,0,0,0
"4877",48.77,0,0,0,0,0,0,0,0,0,0
"4878",48.78,0,0,0,0,0,0,0,0,0,0
"4879",48.79,0,0,1,0,0,0,0,0,0,0
"4880",48.8,0,0,1,0,0,0,0,0,0,2
"4881",48.81,0,0,0,0,0,0,0,0,0,0
"4882",48.82,0,0,0,0,0,0,0,0,0,0
"4883",48.83,0,0,0,0,0,0,0,0,0,0
"4884",48.84,0,0,0,0,0,0,0,0,0,0
"4885",48.85,0,0,0,0,0,0,0,0,0,0
"4886",48.86,0,0,0,0,0,0,0,0,0,0
"4887",48.87,0,0,0,0,0,0,0,0,0,0
"4888",48.88,0,0,0,0,0,1,0,0,0,0
"4889",48.89,0,0,0,0,0,0,0,0,0,0
"4890",48.9,0,0,0,0,0,0,0,0,0,0
"4891",48.91,0,0,0,0,0,0,0,0,0,0
"4892",48.92,0,0,0,0,0,0,0,0,0,0
"4893",48.93,0,0,0,0,0,0,0,0,0,0
"4894",48.94,0,0,0,0,0,0,0,0,0,0
"4895",48.95,1,0,0,0,0,1,0,0,0,0
"4896",48.96,0,0,0,0,0,0,0,0,0,0
"4897",48.97,0,0,0,0,0,0,0,0,0,0
"4898",48.98,0,0,0,0,0,0,0,0,1,0
"4899",48.99,0,0,0,0,0,0,0,0,0,0
"4900",49,0,0,0,0,0,0,0,0,1,0
"4901",49.01,0,0,0,0,0,0,1,0,0,0
"4902",49.02,0,0,0,0,0,0,1,0,0,0
"4903",49.03,0,0,0,0,0,1,0,0,0,0
"4904",49.04,0,0,0,0,0,0,1,0,0,0
"4905",49.05,0,0,0,0,0,0,0,0,0,0
"4906",49.06,0,0,0,0,0,0,0,0,0,0
"4907",49.07,0,0,0,0,0,0,0,0,0,0
"4908",49.08,0,0,0,0,0,0,0,0,0,0
"4909",49.09,0,0,0,0,0,0,0,0,0,0
"4910",49.1,0,0,0,0,0,0,0,0,0,0
"4911",49.11,0,0,0,0,0,0,0,0,0,0
"4912",49.12,0,0,0,0,0,0,0,0,0,0
"4913",49.13,0,0,0,0,0,0,1,0,0,0
"4914",49.14,0,0,0,0,0,0,0,0,0,0
"4915",49.15,0,0,0,0,0,0,0,0,0,0
"4916",49.16,0,0,0,0,0,0,0,0,0,0
"4917",49.17,0,0,0,0,0,0,0,0,0,0
"4918",49.18,0,0,0,0,0,0,0,0,0,0
"4919",49.19,1,0,1,0,0,0,0,0,0,0
"4920",49.2,1,0,0,0,0,0,0,0,0,0
"4921",49.21,0,0,0,0,1,0,0,0,0,0
"4922",49.22,0,0,0,0,0,0,0,0,0,0
"4923",49.23,0,0,0,0,0,0,1,0,0,0
"4924",49.24,0,0,0,0,0,0,1,0,0,0
"4925",49.25,0,0,0,0,1,0,0,0,0,0
"4926",49.26,0,0,0,0,0,0,0,0,0,1
"4927",49.27,0,0,0,0,0,0,0,0,0,0
"4928",49.28,0,0,0,0,0,0,0,0,0,0
"4929",49.29,0,0,0,0,0,0,0,0,0,0
"4930",49.3,0,0,0,0,0,0,0,0,0,0
"4931",49.31,0,0,0,0,0,0,0,0,0,0
"4932",49.32,0,0,0,0,1,0,0,0,0,0
"4933",49.33,0,0,0,0,0,0,0,0,0,0
"4934",49.34,0,0,0,0,0,0,0,0,0,0
"4935",49.35,1,0,0,0,0,0,0,0,0,0
"4936",49.36,0,0,0,0,0,0,0,0,1,0
"4937",49.37,0,0,0,0,0,0,0,0,0,0
"4938",49.38,0,0,0,0,0,0,0,0,0,0
"4939",49.39,0,0,0,0,0,1,0,0,1,0
"4940",49.4,1,0,0,0,0,0,0,0,0,0
"4941",49.41,0,0,0,0,0,0,1,0,0,0
"4942",49.42,0,0,0,0,0,0,0,0,0,0
"4943",49.43,0,0,0,0,0,0,0,0,0,0
"4944",49.44,1,0,0,0,0,0,0,0,0,0
"4945",49.45,1,0,0,0,0,0,0,0,0,0
"4946",49.46,1,0,0,0,0,0,1,0,0,0
"4947",49.47,0,0,0,0,0,0,0,0,0,0
"4948",49.48,0,0,0,0,0,0,0,0,0,0
"4949",49.49,0,0,0,0,0,0,0,0,0,0
"4950",49.5,1,0,0,0,0,0,0,0,0,0
"4951",49.51,0,0,0,0,0,0,0,0,0,0
"4952",49.52,1,0,0,0,0,2,0,0,0,0
"4953",49.53,0,0,0,0,0,0,1,0,0,0
"4954",49.54,0,0,0,0,1,0,0,0,0,0
"4955",49.55,0,0,0,0,0,0,1,0,0,0
"4956",49.56,0,0,0,0,0,0,0,0,0,0
"4957",49.57,0,0,0,0,0,0,0,0,0,0
"4958",49.58,0,0,0,0,0,0,1,0,0,0
"4959",49.59,0,0,0,0,1,0,0,0,0,0
"4960",49.6,0,0,0,0,0,0,0,0,0,0
"4961",49.61,0,0,0,0,0,0,0,0,0,0
"4962",49.62,1,0,0,0,0,0,1,0,0,0
"4963",49.63,1,0,0,0,0,1,0,0,0,0
"4964",49.64,1,0,0,0,0,0,0,0,0,0
"4965",49.65,0,0,0,0,0,0,1,0,0,0
"4966",49.66,0,0,0,0,0,0,0,0,0,0
"4967",49.67,0,0,0,0,0,0,0,0,0,0
"4968",49.68,0,0,0,0,0,0,0,0,0,0
"4969",49.69,0,0,0,0,0,0,0,0,0,0
"4970",49.7,1,0,0,0,0,0,0,0,0,0
"4971",49.71,0,0,0,0,0,0,0,0,0,0
"4972",49.72,0,0,0,0,0,0,0,0,0,0
"4973",49.73,1,0,0,0,0,0,0,0,0,0
"4974",49.74,0,0,0,0,0,0,1,0,1,0
"4975",49.75,0,0,0,0,0,0,1,0,0,0
"4976",49.76,0,0,0,0,0,0,0,1,0,0
"4977",49.77,0,0,0,0,0,0,1,0,0,0
"4978",49.78,1,0,0,0,0,0,0,0,0,0
"4979",49.79,0,0,0,0,1,0,0,0,0,0
"4980",49.8,1,0,0,0,0,0,1,0,0,0
"4981",49.81,0,0,0,0,0,0,0,0,0,0
"4982",49.82,1,0,0,0,0,0,0,0,0,0
"4983",49.83,0,0,0,0,0,0,0,0,0,1
"4984",49.84,0,0,0,0,0,0,1,0,0,0
"4985",49.85,0,0,0,0,0,0,0,0,0,0
"4986",49.86,0,0,0,0,0,0,0,0,0,0
"4987",49.87,1,0,0,0,0,0,0,0,0,0
"4988",49.88,0,0,0,0,0,0,0,0,0,0
"4989",49.89,0,0,0,0,0,0,1,0,0,0
"4990",49.9,0,0,0,0,0,0,1,0,0,0
"4991",49.91,0,0,0,0,0,0,0,0,0,0
"4992",49.92,0,0,0,0,0,0,0,0,0,0
"4993",49.93,0,0,0,0,0,0,0,0,0,0
"4994",49.94,2,0,0,0,0,0,1,0,1,0
"4995",49.95,0,0,0,0,0,0,0,0,0,0
"4996",49.96,0,0,0,0,0,0,2,1,0,0
"4997",49.97,0,0,0,0,0,0,1,0,0,0
"4998",49.98,1,0,0,0,0,0,1,0,0,0
"4999",49.99,0,0,0,0,0,0,0,0,0,0
"5000",50,0,0,0,0,0,0,1,0,0,0
"5001",50.01,0,0,0,0,0,0,0,0,0,0
"5002",50.02,0,0,0,0,0,0,1,0,0,0
"5003",50.03,0,0,0,0,0,0,0,0,0,0
"5004",50.04,0,0,0,0,0,0,0,1,0,0
"5005",50.05,0,0,0,0,0,0,0,0,0,0
"5006",50.06,2,0,0,0,0,0,0,0,0,0
"5007",50.07,0,0,0,0,0,0,0,0,0,0
"5008",50.08,0,0,1,0,0,0,2,0,0,0
"5009",50.09,0,0,0,0,0,0,0,0,0,0
"5010",50.1,0,0,0,0,0,0,1,0,0,0
"5011",50.11,0,0,0,0,0,0,0,0,0,0
"5012",50.12,0,0,0,0,0,0,0,0,0,0
"5013",50.13,0,0,0,0,0,0,0,1,0,0
"5014",50.14,0,0,0,0,0,0,0,0,0,0
"5015",50.15,0,0,0,0,0,0,0,0,0,0
"5016",50.16,0,0,0,0,0,0,0,0,0,0
"5017",50.17,0,0,0,0,0,0,0,0,0,0
"5018",50.18,0,0,0,0,0,0,0,0,0,0
"5019",50.19,1,0,0,0,0,0,0,0,0,0
"5020",50.2,0,0,0,0,0,0,0,0,0,0
"5021",50.21,0,0,0,0,0,0,0,0,0,0
"5022",50.22,0,0,0,0,0,0,0,0,0,0
"5023",50.23,0,0,0,0,0,0,0,0,0,0
"5024",50.24,0,0,0,0,0,0,0,0,0,0
"5025",50.25,0,0,0,0,0,0,0,0,0,0
"5026",50.26,1,0,0,0,0,0,0,0,0,0
"5027",50.27,0,1,0,0,0,0,0,0,0,0
"5028",50.28,0,1,0,0,0,0,0,0,0,0
"5029",50.29,1,0,0,0,0,0,0,0,1,0
"5030",50.3,1,0,0,0,0,0,0,0,0,0
"5031",50.31,0,0,0,0,0,0,0,0,0,0
"5032",50.32,0,0,0,0,0,0,0,0,0,0
"5033",50.33,0,0,0,0,0,0,0,0,0,0
"5034",50.34,0,0,0,0,0,0,0,0,0,0
"5035",50.35,0,0,0,0,0,0,0,0,0,0
"5036",50.36,1,0,0,0,0,0,0,0,0,0
"5037",50.37,1,0,0,0,0,0,1,0,0,0
"5038",50.38,0,0,0,0,0,0,0,0,0,0
"5039",50.39,2,0,0,0,0,0,1,0,0,0
"5040",50.4,0,0,0,0,0,0,0,0,0,0
"5041",50.41,0,0,0,0,0,0,0,0,0,0
"5042",50.42,0,0,0,0,0,0,0,0,0,0
"5043",50.43,0,0,0,0,0,0,1,0,0,0
"5044",50.44,0,0,0,0,0,0,0,0,0,0
"5045",50.45,0,0,0,0,0,0,0,0,0,0
"5046",50.46,0,0,0,0,0,0,0,0,0,0
"5047",50.47,1,0,0,0,0,0,0,0,0,0
"5048",50.48,0,0,0,0,0,0,0,1,0,0
"5049",50.49,0,0,0,0,0,0,0,0,0,0
"5050",50.5,0,0,0,0,0,0,0,0,0,0
"5051",50.51,0,0,0,0,0,0,0,0,0,0
"5052",50.52,0,0,0,0,0,0,0,0,0,0
"5053",50.53,0,0,0,0,0,0,0,0,0,0
"5054",50.54,0,0,0,0,0,0,0,0,0,0
"5055",50.55,0,0,0,0,0,0,0,0,0,0
"5056",50.56,1,0,0,0,0,0,0,0,0,0
"5057",50.57,1,0,0,0,0,0,0,0,0,0
"5058",50.58,1,0,0,0,0,0,0,0,0,0
"5059",50.59,0,0,0,0,0,0,0,0,0,0
"5060",50.6,0,0,0,0,0,0,1,0,0,0
"5061",50.61,0,0,0,0,0,0,0,0,0,0
"5062",50.62,0,0,0,0,0,0,0,0,0,0
"5063",50.63,0,0,0,0,0,0,0,0,0,0
"5064",50.64,0,0,0,0,0,0,0,0,0,0
"5065",50.65,0,0,0,0,0,0,0,0,0,0
"5066",50.66,0,0,0,0,0,0,0,0,0,1
"5067",50.67,0,0,0,0,0,0,0,0,0,0
"5068",50.68,0,0,0,0,0,0,0,0,0,0
"5069",50.69,0,0,0,0,0,0,0,0,0,0
"5070",50.7,0,0,0,0,0,0,0,0,0,0
"5071",50.71,0,0,0,0,0,0,0,0,0,0
"5072",50.72,0,0,0,0,0,0,0,0,0,0
"5073",50.73,0,0,0,0,0,0,0,0,0,0
"5074",50.74,0,0,0,0,0,0,0,0,0,0
"5075",50.75,0,0,0,0,0,0,0,0,0,0
"5076",50.76,0,0,0,0,0,0,0,0,0,0
"5077",50.77,2,0,0,0,0,0,0,0,0,0
"5078",50.78,0,0,0,0,0,0,1,0,0,0
"5079",50.79,0,0,0,0,0,0,0,0,0,0
"5080",50.8,0,0,0,0,0,0,0,0,0,0
"5081",50.81,0,0,0,0,0,0,0,0,0,0
"5082",50.82,0,0,0,0,0,0,0,0,0,0
"5083",50.83,0,0,0,0,0,0,0,0,0,0
"5084",50.84,0,0,0,0,0,0,0,0,0,0
"5085",50.85,0,0,0,0,0,0,0,0,0,0
"5086",50.86,0,0,0,0,0,0,0,0,0,0
"5087",50.87,0,0,0,0,0,0,0,0,0,0
"5088",50.88,0,0,0,0,0,0,0,0,0,0
"5089",50.89,0,0,0,0,0,0,0,0,0,0
"5090",50.9,0,0,0,0,0,0,0,0,0,0
"5091",50.91,0,0,0,0,0,0,0,0,0,0
"5092",50.92,0,0,0,0,0,0,0,0,0,0
"5093",50.93,0,0,0,0,0,0,0,0,0,0
"5094",50.94,0,0,0,0,0,0,0,0,0,0
"5095",50.95,0,0,0,0,0,0,0,0,0,0
"5096",50.96,0,0,0,1,0,0,0,0,0,1
"5097",50.97,0,0,0,0,0,0,1,0,0,0
"5098",50.98,0,0,0,0,0,0,2,0,0,0
"5099",50.99,0,0,0,0,0,0,2,0,0,0
"5100",51,0,0,0,0,0,0,0,0,0,0
"5101",51.01,0,0,0,0,0,0,1,0,0,0
"5102",51.02,0,0,0,0,0,0,0,0,0,0
"5103",51.03,0,0,0,0,0,0,1,0,0,0
"5104",51.04,0,0,0,0,0,1,0,0,0,0
"5105",51.05,0,0,0,0,0,1,0,0,0,0
"5106",51.06,0,0,0,0,0,0,0,0,0,0
"5107",51.07,0,0,0,0,0,0,0,0,0,0
"5108",51.08,0,0,0,0,0,0,0,0,0,0
"5109",51.09,0,0,0,0,0,0,0,0,0,0
"5110",51.1,0,0,0,0,0,0,0,0,0,0
"5111",51.11,0,0,1,0,0,0,0,0,0,0
"5112",51.12,0,0,0,0,0,0,1,0,0,0
"5113",51.13,0,0,0,0,0,0,0,0,0,0
"5114",51.14,0,0,0,0,0,0,0,0,0,0
"5115",51.15,0,0,0,0,0,0,0,0,0,0
"5116",51.16,0,0,0,0,0,0,0,0,0,0
"5117",51.17,0,0,0,0,0,0,0,0,0,0
"5118",51.18,0,0,0,0,0,0,0,0,0,0
"5119",51.19,0,0,0,0,0,0,0,0,0,0
"5120",51.2,0,0,0,0,0,0,0,1,0,0
"5121",51.21,0,0,0,0,0,0,0,0,0,0
"5122",51.22,0,0,0,0,0,0,0,0,0,0
"5123",51.23,0,0,0,0,0,0,0,0,0,0
"5124",51.24,0,0,0,0,0,0,0,0,0,0
"5125",51.25,0,0,0,0,0,0,0,0,0,0
"5126",51.26,0,0,0,0,0,0,0,0,0,0
"5127",51.27,0,0,0,0,0,0,0,0,0,1
"5128",51.28,0,0,0,0,0,0,0,0,0,0
"5129",51.29,0,0,0,1,0,0,0,0,0,0
"5130",51.3,0,0,1,0,0,0,0,0,0,1
"5131",51.31,0,0,0,0,0,0,0,0,0,0
"5132",51.32,0,0,0,1,0,0,0,0,0,0
"5133",51.33,0,0,0,0,0,0,0,0,0,0
"5134",51.34,0,0,0,0,0,0,0,0,0,1
"5135",51.35,0,0,0,1,0,0,0,0,0,1
"5136",51.36,0,0,0,0,0,0,0,0,0,0
"5137",51.37,0,0,0,0,0,0,0,0,0,0
"5138",51.38,0,0,0,0,1,0,0,0,0,0
"5139",51.39,0,0,0,0,0,0,0,0,0,0
"5140",51.4,0,0,0,0,0,0,0,0,0,0
"5141",51.41,0,0,0,0,0,0,0,0,0,0
"5142",51.42,0,0,0,0,0,0,0,0,0,0
"5143",51.43,0,0,0,0,0,0,0,0,0,0
"5144",51.44,0,0,0,0,0,0,0,0,0,0
"5145",51.45,0,0,0,0,0,0,0,0,0,0
"5146",51.46,0,0,0,0,0,0,0,0,0,0
"5147",51.47,0,0,1,0,0,0,0,0,0,0
"5148",51.48,0,0,0,0,0,0,1,0,0,0
"5149",51.49,1,0,0,0,0,0,0,0,0,0
"5150",51.5,0,0,0,0,0,0,0,0,0,0
"5151",51.51,0,0,0,0,0,0,0,0,0,0
"5152",51.52,0,0,0,0,0,0,0,0,0,0
"5153",51.53,0,0,0,0,0,0,0,0,0,0
"5154",51.54,0,0,0,0,0,0,1,0,0,0
"5155",51.55,0,0,0,0,0,0,0,0,0,0
"5156",51.56,0,0,0,0,0,0,0,0,0,0
"5157",51.57,0,0,0,0,0,0,0,0,0,0
"5158",51.58,0,0,0,0,0,0,0,0,0,0
"5159",51.59,0,0,0,0,0,0,1,0,0,1
"5160",51.6,0,0,1,0,0,0,0,0,0,0
"5161",51.61,0,0,0,0,0,0,0,0,0,0
"5162",51.62,0,0,1,0,0,0,0,0,0,0
"5163",51.63,0,0,0,0,0,0,0,0,0,0
"5164",51.64,0,0,0,1,0,0,0,0,0,1
"5165",51.65,0,0,0,0,0,0,0,1,0,1
"5166",51.66,0,0,0,0,0,0,0,0,0,0
"5167",51.67,0,0,0,0,0,0,0,0,0,0
"5168",51.68,0,0,0,0,0,0,0,0,0,0
"5169",51.69,0,0,0,0,0,0,0,0,0,0
"5170",51.7,0,0,0,1,0,0,0,0,0,1
"5171",51.71,0,0,0,0,0,0,1,0,0,1
"5172",51.72,0,0,0,0,0,0,0,0,0,1
"5173",51.73,0,0,0,0,0,0,0,0,0,0
